Description,TotalSalesDollars,ProfitMargin,IsTargetBrand,LowSalesThreshold,HighMarginThreshold
Almaden Chablis B/B,103053.05,35.78581128845774,False,560.146,64.9299097086893
Almaden Chard Cal,4935.51,41.111252940425615,False,560.146,64.9299097086893
Almaden Chard Cal B/B,299322.23,37.870274453053476,False,560.146,64.9299097086893
Almaden Merlot Cal B/B,148332.39,34.435088654608755,False,560.146,64.9299097086893
Almaden Moscato,1151.36,21.375590605892157,False,560.146,64.9299097086893
Almaden Moscato Rhine,260.71,19.911012235817573,False,560.146,64.9299097086893
Almaden Mt Rhine Calif B/B,106528.44,37.81065413142256,False,560.146,64.9299097086893
Almaden Pnt Grigio B/B,5560.71,32.02306899658497,False,560.146,64.9299097086893
Alpataco Malbec,575.64,32.45778611632271,False,560.146,64.9299097086893
Alpataco Pnt Nr,735.54,47.48348152377845,False,560.146,64.9299097086893
Alphonse Dolly Pouilly-Fume,1914.1599999999999,14.20257449742968,False,560.146,64.9299097086893
Alphonse Dolly Sancerre Cvee,41356.979999999996,37.51961579399656,False,560.146,64.9299097086893
Alta Classe Mntplcno Abruzzo,327.59000000000003,60.73140205744987,False,560.146,64.9299097086893
Alta Vista Malbec Mendoza,137.88,42.81984334203655,False,560.146,64.9299097086893
Altadonna Nero D'Avola,1594.8600000000001,86.8678128487767,False,560.146,64.9299097086893
Altadonna Vermentino,530.41,96.49327878433664,True,560.146,64.9299097086893
Alter Ego de Palmer Mrgx 11,2240.73,73.37296327536116,False,560.146,64.9299097086893
Alto Ego De Palmer Margaux,2665.6899999999996,97.91873773769643,False,560.146,64.9299097086893
Alto Moncayo Garnacha,12237.45,36.939313337337445,False,560.146,64.9299097086893
Alto Moncayo Veraton Garnach,12446.34,35.695152149145855,False,560.146,64.9299097086893
Altocedro Finca Tanos Malbec,1783.9499999999998,23.950222820146294,False,560.146,64.9299097086893
Altocedro Malbec Reserva,239.92,31.043681227075687,False,560.146,64.9299097086893
Alverdi Pnt Grigio,14932.98,44.31078056757593,False,560.146,64.9299097086893
Alverez de Toledo Godello,2115.99,40.15567181319381,False,560.146,64.9299097086893
Alverez de Toledo Mencia Rbl,5350.84,36.647703911909154,False,560.146,64.9299097086893
Amadeo Chianti,191.76,31.53942428035044,False,560.146,64.9299097086893
Amador Double Barrel Bourbon,29952.510000000002,19.809859006807773,False,560.146,64.9299097086893
Amapola Creek 09 Cab Svgn,2507.56,82.33900684330584,False,560.146,64.9299097086893
Amaretto DiSaronno,1546173.66,29.5663070065659,False,560.146,64.9299097086893
Amaretto DiSaronno Summer Pk,52419.86,12.186144716906924,False,560.146,64.9299097086893
Amaretto di Amore,201082.33000000002,36.11271327715477,False,560.146,64.9299097086893
Amaretto di Amore VAP,9650.349999999999,5.744040371592738,False,560.146,64.9299097086893
Amaro Montenegro Liqueur,24380.25,37.92475466822531,False,560.146,64.9299097086893
Amaro Sfumato Rabarbaro,43.98,21.282401091405184,False,560.146,64.9299097086893
Amarula Cream Liqueur,108737.40999999999,26.011186030640225,False,560.146,64.9299097086893
